pollscore,sample_size,state,party,candidate_name,pct,win,party_binary
0,571,Washington,DEM,Kamala Harris,55,1,1
0,571,Washington,REP,Donald Trump,40,0,0
0,716,Oregon,DEM,Kamala Harris,53,1,1
0,716,Oregon,REP,Donald Trump,41,0,0
-0.4,788,Florida,DEM,Kamala Harris,47,0,1
-0.4,788,Florida,REP,Donald Trump,52,1,0
-0.8,1440,Arizona,DEM,Kamala Harris,48.6,0,1
-0.8,1440,Arizona,REP,Donald Trump,49.2,0,0
-0.8,1440,Arizona,GRE,Jill Stein,0.7,0,0
-0.8,1440,Arizona,LIB,Chase Oliver,0.1,0,0
-0.8,1440,Arizona,DEM,Kamala Harris,49.3,0,1
-0.8,1440,Arizona,REP,Donald Trump,49.2,0,0
-0.8,1411,Georgia,DEM,Kamala Harris,48.1,0,1
-0.8,1411,Georgia,REP,Donald Trump,49.5,0,0
-0.8,1411,Georgia,LIB,Chase Oliver,1.3,0,0
-0.8,1411,Georgia,IND,Cornel West,0.2,0,0
-0.8,1411,Georgia,GRE,Jill Stein,0.2,0,0
-0.8,1411,Georgia,DEM,Kamala Harris,48.4,0,1
-0.8,1411,Georgia,REP,Donald Trump,50.1,1,0
-0.8,1529,Michigan,DEM,Kamala Harris,46.8,0,1
-0.8,1529,Michigan,REP,Donald Trump,49.6,0,0
-0.8,1529,Michigan,GRE,Jill Stein,1.1,0,0
-0.8,1529,Michigan,IND,Robert F. Kennedy,0.7,0,0
-0.8,1529,Michigan,LIB,Chase Oliver,0.2,0,0
-0.8,1529,Michigan,IND,Cornel West,0.1,0,0
-0.8,1529,Michigan,DEM,Kamala Harris,47.3,0,1
-0.8,1529,Michigan,REP,Donald Trump,50.2,1,0
-0.8,1171,Nevada,DEM,Kamala Harris,48.1,0,1
-0.8,1171,Nevada,REP,Donald Trump,48.4,0,0
-0.8,1171,Nevada,GRE,Jill Stein,1.7,0,0
-0.8,1171,Nevada,LIB,Chase Oliver,0,0,0
-0.8,1171,Nevada,DEM,Kamala Harris,48.4,0,1
-0.8,1171,Nevada,REP,Donald Trump,48.3,0,0
-0.8,1674,North Carolina,DEM,Kamala Harris,49.5,0,1
-0.8,1674,North Carolina,REP,Donald Trump,48.8,0,0
-0.8,1674,North Carolina,GRE,Jill Stein,1.1,0,0
-0.8,1674,North Carolina,LIB,Chase Oliver,0.1,0,0
-0.8,1674,North Carolina,IND,Cornel West,0.1,0,0
-0.8,1674,North Carolina,DEM,Kamala Harris,50.5,1,1
-0.8,1674,North Carolina,REP,Donald Trump,48.8,0,0
-0.8,2048,Pennsylvania,DEM,Kamala Harris,46.5,0,1
-0.8,2048,Pennsylvania,REP,Donald Trump,49.8,0,0
-0.8,2048,Pennsylvania,GRE,Jill Stein,1.9,0,0
-0.8,2048,Pennsylvania,LIB,Chase Oliver,0.5,0,0
-0.8,2048,Pennsylvania,DEM,Kamala Harris,47.4,0,1
-0.8,2048,Pennsylvania,REP,Donald Trump,49.9,0,0
-0.8,932,Wisconsin,DEM,Kamala Harris,48.9,0,1
-0.8,932,Wisconsin,REP,Donald Trump,48.2,0,0
-0.8,932,Wisconsin,LIB,Chase Oliver,0.8,0,0
-0.8,932,Wisconsin,IND,Robert F. Kennedy,0.7,0,0
-0.8,932,Wisconsin,GRE,Jill Stein,0.2,0,0
-0.8,932,Wisconsin,DEM,Kamala Harris,49,0,1
-0.8,932,Wisconsin,REP,Donald Trump,48.4,0,0
-0.4,1029,Georgia,DEM,Kamala Harris,48.8,0,1
-0.4,1029,Georgia,REP,Donald Trump,45.8,0,0
-0.4,813,Georgia,DEM,Kamala Harris,48.3,0,1
-0.4,813,Georgia,REP,Donald Trump,48.5,0,0
-0.4,1029,Georgia,DEM,Kamala Harris,48.3,0,1
-0.4,1029,Georgia,REP,Donald Trump,44.8,0,0
-0.4,1029,Georgia,IND,Cornel West,1,0,0
-0.4,1029,Georgia,GRE,Jill Stein,1,0,0
-0.4,813,Georgia,DEM,Kamala Harris,49,0,1
-0.4,813,Georgia,REP,Donald Trump,48.5,0,0
-0.4,813,Georgia,IND,Cornel West,0.5,0,0
-0.4,813,Georgia,GRE,Jill Stein,0.8,0,0
-1.1,1435,Arizona,DEM,Kamala Harris,48,0,1
-1.1,1435,Arizona,REP,Donald Trump,51,1,0
-0.4,787,Wisconsin,DEM,Kamala Harris,49,0,1
-0.4,787,Wisconsin,REP,Donald Trump,50,0,0
-0.4,789,Michigan,DEM,Kamala Harris,49,0,1
-0.4,789,Michigan,REP,Donald Trump,49,0,0
-0.3,800,Georgia,DEM,Kamala Harris,47,0,1
-0.3,800,Georgia,REP,Donald Trump,49,0,0
-0.3,653,Arizona,DEM,Kamala Harris,49,0,1
-0.3,653,Arizona,REP,Donald Trump,48,0,0
-0.3,1002,Georgia,DEM,Kamala Harris,48,0,1
-0.3,1002,Georgia,REP,Donald Trump,49,0,0
-0.3,490,Maryland,DEM,Kamala Harris,64,1,1
-0.3,490,Maryland,REP,Donald Trump,31,0,0
-0.3,1065,Michigan,DEM,Kamala Harris,49,0,1
-0.3,1065,Michigan,REP,Donald Trump,47,0,0
-0.3,496,Nevada,DEM,Kamala Harris,49,0,1
-0.3,496,Nevada,REP,Donald Trump,45,0,0
-0.3,1072,North Carolina,DEM,Kamala Harris,48,0,1
-0.3,1072,North Carolina,REP,Donald Trump,49,0,0
-0.3,1243,Ohio,DEM,Kamala Harris,45,0,1
-0.3,1243,Ohio,REP,Donald Trump,52,1,0
-0.3,1395,Pennsylvania,DEM,Kamala Harris,49,0,1
-0.3,1395,Pennsylvania,REP,Donald Trump,48,0,0
-0.3,2048,Texas,DEM,Kamala Harris,46,0,1
-0.3,2048,Texas,REP,Donald Trump,50,0,0
-0.3,527,Wisconsin,DEM,Kamala Harris,47,0,1
-0.3,527,Wisconsin,REP,Donald Trump,48,0,0
-0.2,589,Michigan,DEM,Kamala Harris,47,0,1
-0.2,589,Michigan,REP,Donald Trump,47,0,0
-0.2,589,Michigan,GRE,Jill Stein,1,0,0
-0.2,589,Michigan,LIB,Chase Oliver,1,0,0
-0.2,589,Michigan,IND,Robert F. Kennedy,0,0,0
-0.2,589,Michigan,IND,Cornel West,0,0,0
-0.2,589,Michigan,DEM,Kamala Harris,47.4,0,1
-0.2,589,Michigan,REP,Donald Trump,48.5,0,0
0.6,803,Wisconsin,DEM,Kamala Harris,49,0,1
0.6,803,Wisconsin,REP,Donald Trump,50,0,0
-1.1,1000,California,DEM,Kamala Harris,61,1,1
-1.1,1000,California,REP,Donald Trump,36.6,0,0
0.4,620,North Carolina,DEM,Kamala Harris,46,0,1
0.4,620,North Carolina,REP,Donald Trump,48,0,0
0.4,620,North Carolina,LIB,Chase Oliver,1,0,0
0.4,620,North Carolina,GRE,Jill Stein,0,0,0
0.4,1141,Arizona,DEM,Kamala Harris,46,0,1
0.4,1141,Arizona,REP,Donald Trump,48,0,0
0.4,1141,Arizona,LIB,Chase Oliver,1,0,0
0.4,1141,Arizona,GRE,Jill Stein,1,0,0
0.4,1009,Florida,DEM,Kamala Harris,44,0,1
0.4,1009,Florida,REP,Donald Trump,50,0,0
0.4,1009,Florida,LIB,Chase Oliver,0,0,0
0.4,1009,Florida,GRE,Jill Stein,1,0,0
0.4,637,Georgia,DEM,Kamala Harris,47,0,1
0.4,637,Georgia,REP,Donald Trump,47,0,0
0.4,637,Georgia,LIB,Chase Oliver,1,0,0
0.4,637,Georgia,GRE,Jill Stein,2,0,0
0.4,682,Michigan,DEM,Kamala Harris,47,0,1
0.4,682,Michigan,REP,Donald Trump,47,0,0
0.4,682,Michigan,LIB,Chase Oliver,1,0,0
0.4,682,Michigan,GRE,Jill Stein,0,0,0
0.4,544,Minnesota,DEM,Kamala Harris,51,1,1
0.4,544,Minnesota,REP,Donald Trump,43,0,0
0.4,544,Minnesota,LIB,Chase Oliver,0,0,0
0.4,544,Minnesota,GRE,Jill Stein,1,0,0
0.4,838,Nevada,DEM,Kamala Harris,47,0,1
0.4,838,Nevada,REP,Donald Trump,47,0,0
0.4,838,Nevada,LIB,Chase Oliver,1,0,0
0.4,838,Nevada,GRE,Jill Stein,0,0,0
0.4,382,New Mexico,DEM,Kamala Harris,49,0,1
0.4,382,New Mexico,REP,Donald Trump,45,0,0
0.4,382,New Mexico,LIB,Chase Oliver,1,0,0
0.4,382,New Mexico,GRE,Jill Stein,2,0,0
0.4,1649,Pennsylvania,DEM,Kamala Harris,48,0,1
0.4,1649,Pennsylvania,REP,Donald Trump,48,0,0
0.4,1649,Pennsylvania,LIB,Chase Oliver,1,0,0
0.4,1649,Pennsylvania,GRE,Jill Stein,0,0,0
0.4,641,Wisconsin,DEM,Kamala Harris,48,0,1
0.4,641,Wisconsin,REP,Donald Trump,47,0,0
0.4,641,Wisconsin,LIB,Chase Oliver,1,0,0
0.4,641,Wisconsin,GRE,Jill Stein,1,0,0
-1.1,600,North Carolina,DEM,Kamala Harris,46.6,0,1
-1.1,600,North Carolina,REP,Donald Trump,47.2,0,0
-1.1,600,North Carolina,LIB,Chase Oliver,0.9,0,0
-1.1,600,North Carolina,CON,Randall A. Terry,0.1,0,0
-1.1,600,North Carolina,GRE,Jill Stein,0.4,0,0
-1.1,600,North Carolina,IND,Cornel West,0.6,0,0
-0.5,1328,Georgia,DEM,Kamala Harris,45,0,1
-0.5,1328,Georgia,REP,Donald Trump,52,1,0
-0.5,1328,Georgia,GRE,Jill Stein,1,0,0
-0.5,1328,Georgia,LIB,Chase Oliver,1,0,0
-0.5,1328,Georgia,DEM,Kamala Harris,46,0,1
-0.5,1328,Georgia,REP,Donald Trump,52,1,0
-0.5,1031,North Carolina,DEM,Kamala Harris,49,0,1
-0.5,1031,North Carolina,REP,Donald Trump,47,0,0
-0.5,1031,North Carolina,GRE,Jill Stein,0,0,0
-0.5,1031,North Carolina,LIB,Chase Oliver,1,0,0
-0.5,1031,North Carolina,IND,Cornel West,0,0,0
-0.5,1031,North Carolina,CON,Randall A. Terry,0,0,0
-0.5,1031,North Carolina,DEM,Kamala Harris,50,0,1
-0.5,1031,North Carolina,REP,Donald Trump,47,0,0
-1.3,703,Washington,DEM,Kamala Harris,57,1,1
-1.3,703,Washington,REP,Donald Trump,35,0,0
-0.5,701,Georgia,DEM,Kamala Harris,45.8,0,1
-0.5,701,Georgia,REP,Donald Trump,48.9,0,0
-0.5,701,Georgia,LIB,Chase Oliver,0.4,0,0
-0.5,701,Georgia,GRE,Jill Stein,1.4,0,0
0.6,1090,Arizona,DEM,Kamala Harris,46,0,1
0.6,1090,Arizona,REP,Donald Trump,47.5,0,0
0.6,1085,North Carolina,DEM,Kamala Harris,44.6,0,1
0.6,1085,North Carolina,REP,Donald Trump,46.5,0,0
0.6,1088,Nevada,DEM,Kamala Harris,45.6,0,1
0.6,1088,Nevada,REP,Donald Trump,44.8,0,0
-0.2,401,Washington,DEM,Kamala Harris,57,1,1
-0.2,401,Washington,REP,Donald Trump,32,0,0
0.1,600,Michigan,DEM,Kamala Harris,44.9,0,1
0.1,600,Michigan,REP,Donald Trump,44,0,0
0.1,600,Michigan,IND,Robert F. Kennedy,2.6,0,0
0.1,600,Michigan,GRE,Jill Stein,2.1,0,0
0.1,600,Michigan,IND,Cornel West,0.5,0,0
0.1,600,Michigan,IND,Joseph Kishore,0,0,0
0.1,600,Michigan,CON,Randall A. Terry,0,0,0
0.1,600,Michigan,LIB,Chase Oliver,1.2,0,0
-1.5,857,Pennsylvania,DEM,Kamala Harris,50,0,1
-1.5,857,Pennsylvania,REP,Donald Trump,47,0,0
-1.5,857,Pennsylvania,DEM,Kamala Harris,49,0,1
-1.5,857,Pennsylvania,REP,Donald Trump,45,0,0
-1.5,857,Pennsylvania,GRE,Jill Stein,2,0,0
-1.5,857,Pennsylvania,LIB,Chase Oliver,1,0,0
-1.5,857,Pennsylvania,DEM,Kamala Harris,50,0,1
-1.5,857,Pennsylvania,REP,Donald Trump,47,0,0
-1.5,857,Pennsylvania,DEM,Kamala Harris,49,0,1
-1.5,857,Pennsylvania,REP,Donald Trump,45,0,0
-1.5,857,Pennsylvania,GRE,Jill Stein,1,0,0
-1.5,857,Pennsylvania,LIB,Chase Oliver,0,0,0
-1.5,808,Arizona,DEM,Kamala Harris,46,0,1
-1.5,808,Arizona,REP,Donald Trump,51,1,0
-1.5,808,Arizona,DEM,Kamala Harris,45,0,1
-1.5,808,Arizona,REP,Donald Trump,50,0,0
-1.5,808,Arizona,GRE,Jill Stein,1,0,0
-1.5,808,Arizona,LIB,Chase Oliver,0,0,0
-1.5,808,Arizona,DEM,Kamala Harris,45,0,1
-1.5,808,Arizona,REP,Donald Trump,51,1,0
-1.5,808,Arizona,DEM,Kamala Harris,44,0,1
-1.5,808,Arizona,REP,Donald Trump,49,0,0
-1.5,808,Arizona,GRE,Jill Stein,2,0,0
-1.5,808,Arizona,LIB,Chase Oliver,1,0,0
-0.4,731,Georgia,DEM,Kamala Harris,47,0,1
-0.4,731,Georgia,REP,Donald Trump,50,0,0
-0.4,700,Massachusetts,DEM,Kamala Harris,56,1,1
-0.4,700,Massachusetts,REP,Donald Trump,30,0,0
-0.4,700,Massachusetts,GRE,Jill Stein,2,0,0
-0.4,700,Massachusetts,LIB,Chase Oliver,1,0,0
-0.4,700,Massachusetts,PSL,Claudia De La Cruz,1,0,0
-0.4,700,Massachusetts,IND,Shiva Ayyadurai,1,0,0
-1,600,New Hampshire,DEM,Kamala Harris,50,0,1
-1,600,New Hampshire,REP,Donald Trump,41,0,0
-1,600,New Hampshire,GRE,Jill Stein,1,0,0
-1,600,New Hampshire,LIB,Chase Oliver,1,0,0
-1.1,1091,Texas,DEM,Kamala Harris,46,0,1
-1.1,1091,Texas,REP,Donald Trump,51,1,0
-1.1,1091,Texas,GRE,Jill Stein,2,0,0
-1.1,1091,Texas,LIB,Chase Oliver,1,0,0
-0.3,1329,Texas,DEM,Kamala Harris,46,0,1
-0.3,1329,Texas,REP,Donald Trump,51,1,0
-0.3,1329,Texas,GRE,Jill Stein,1,0,0
-0.3,1329,Texas,LIB,Chase Oliver,0,0,0
-0.3,800,Michigan,DEM,Kamala Harris,46,0,1
-0.3,800,Michigan,REP,Donald Trump,48,0,0
-0.3,800,Wisconsin,DEM,Kamala Harris,48,0,1
-0.3,800,Wisconsin,REP,Donald Trump,48,0,0
0.4,608,Georgia,DEM,Kamala Harris,47,0,1
0.4,608,Georgia,REP,Donald Trump,48,0,0
0.4,608,Georgia,LIB,Chase Oliver,1,0,0
0.4,608,Georgia,GRE,Jill Stein,1,0,0
0.4,707,Pennsylvania,DEM,Kamala Harris,46,0,1
0.4,707,Pennsylvania,REP,Donald Trump,48,0,0
0.4,707,Pennsylvania,LIB,Chase Oliver,1,0,0
0.4,707,Pennsylvania,GRE,Jill Stein,0,0,0
-0.1,1254,Alaska,DEM,Kamala Harris,43,0,1
-0.1,1254,Alaska,REP,Donald Trump,50,0,0
-0.1,1254,Alaska,IND,Robert F. Kennedy,7,0,0
-0.1,1254,Alaska,DEM,Kamala Harris,46,0,1
-0.1,1254,Alaska,REP,Donald Trump,54,1,0
-0.4,1079,Pennsylvania,DEM,Kamala Harris,49.2,0,1
-0.4,1079,Pennsylvania,REP,Donald Trump,45.3,0,0
-0.4,803,Pennsylvania,DEM,Kamala Harris,47.5,0,1
-0.4,803,Pennsylvania,REP,Donald Trump,48.9,0,0
-0.4,1079,Pennsylvania,DEM,Kamala Harris,48.5,0,1
-0.4,1079,Pennsylvania,REP,Donald Trump,44.9,0,0
-0.4,1079,Pennsylvania,IND,Cornel West,1.3,0,0
-0.4,1079,Pennsylvania,GRE,Jill Stein,0.5,0,0
-0.4,803,Pennsylvania,DEM,Kamala Harris,48.3,0,1
-0.4,803,Pennsylvania,REP,Donald Trump,49,0,0
-0.4,803,Pennsylvania,IND,Cornel West,1.3,0,0
-0.4,803,Pennsylvania,GRE,Jill Stein,0.2,0,0
0.3,800,Arizona,DEM,Kamala Harris,46,0,1
0.3,800,Arizona,REP,Donald Trump,49,0,0
0.3,800,Georgia,DEM,Kamala Harris,45,0,1
0.3,800,Georgia,REP,Donald Trump,50,0,0
0.3,800,Michigan,DEM,Kamala Harris,48,0,1
0.3,800,Michigan,REP,Donald Trump,49,0,0
0.3,800,Nevada,DEM,Kamala Harris,47,0,1
0.3,800,Nevada,REP,Donald Trump,50,0,0
0.3,800,North Carolina,DEM,Kamala Harris,47,0,1
0.3,800,North Carolina,REP,Donald Trump,48,0,0
0.3,800,Pennsylvania,DEM,Kamala Harris,48,0,1
0.3,800,Pennsylvania,REP,Donald Trump,49,0,0
0.3,800,Wisconsin,DEM,Kamala Harris,48,0,1
0.3,800,Wisconsin,REP,Donald Trump,49,0,0
-1,800,Pennsylvania,DEM,Kamala Harris,46,0,1
-1,800,Pennsylvania,REP,Donald Trump,45,0,0
-1,800,Pennsylvania,GRE,Jill Stein,1,0,0
-1,800,Pennsylvania,LIB,Chase Oliver,0,0,0
-0.3,800,Pennsylvania,DEM,Kamala Harris,47,0,1
-0.3,800,Pennsylvania,REP,Donald Trump,49,0,0
0.6,1089,Georgia,DEM,Kamala Harris,44.9,0,1
0.6,1089,Georgia,REP,Donald Trump,46.2,0,0
-1.1,1000,Arizona,DEM,Kamala Harris,48.2,0,1
-1.1,1000,Arizona,REP,Donald Trump,50.5,1,0
-1.1,1000,Georgia,DEM,Kamala Harris,49.8,0,1
-1.1,1000,Georgia,REP,Donald Trump,49.7,0,0
-1.1,950,Michigan,DEM,Kamala Harris,49.7,0,1
-1.1,950,Michigan,REP,Donald Trump,49.6,0,0
-1.1,900,Nevada,DEM,Kamala Harris,49.2,0,1
-1.1,900,Nevada,REP,Donald Trump,48.1,0,0
-1.1,1000,North Carolina,DEM,Kamala Harris,49,0,1
-1.1,1000,North Carolina,REP,Donald Trump,49.9,0,0
-1.1,1000,Pennsylvania,DEM,Kamala Harris,49,0,1
-1.1,1000,Pennsylvania,REP,Donald Trump,49.7,0,0
-1.1,1000,Wisconsin,DEM,Kamala Harris,49.2,0,1
-1.1,1000,Wisconsin,REP,Donald Trump,49.9,0,0
-1.5,656,Montana,DEM,Kamala Harris,39,0,1
-1.5,656,Montana,REP,Donald Trump,57,1,0
-1.5,656,Montana,DEM,Kamala Harris,38,0,1
-1.5,656,Montana,REP,Donald Trump,56,1,0
-1.5,656,Montana,GRE,Jill Stein,0,0,0
-1.5,656,Montana,LIB,Chase Oliver,0,0,0
-1.5,656,Montana,DEM,Kamala Harris,40,0,1
-1.5,656,Montana,REP,Donald Trump,57,1,0
-1.5,656,Montana,DEM,Kamala Harris,39,0,1
-1.5,656,Montana,REP,Donald Trump,56,1,0
-1.5,656,Montana,GRE,Jill Stein,0,0,0
-1.5,656,Montana,LIB,Chase Oliver,0,0,0
0.2,800,Pennsylvania,DEM,Kamala Harris,47,0,1
0.2,800,Pennsylvania,REP,Donald Trump,47,0,0
0.2,800,Pennsylvania,LIB,Chase Oliver,1,0,0
0.2,800,Pennsylvania,GRE,Jill Stein,1,0,0
-0.4,818,Florida,DEM,Kamala Harris,44,0,1
-0.4,818,Florida,REP,Donald Trump,51,1,0
0.6,895,Nebraska,DEM,Kamala Harris,38,0,1
0.6,895,Nebraska,REP,Donald Trump,58,1,0
-0.3,600,Michigan,DEM,Kamala Harris,46,0,1
-0.3,600,Michigan,REP,Donald Trump,46,0,0
-0.3,600,Michigan,IND,Robert F. Kennedy,3,0,0
-0.3,600,Michigan,GRE,Jill Stein,1,0,0
-0.3,600,Michigan,LIB,Chase Oliver,0,0,0
-0.3,600,Michigan,IND,Cornel West,0,0,0
-0.3,600,Michigan,DEM,Kamala Harris,48,0,1
-0.3,600,Michigan,REP,Donald Trump,49,0,0
0.1,1200,Tennessee,DEM,Kamala Harris,35,0,1
0.1,1200,Tennessee,REP,Donald Trump,54,1,0
0.1,1200,Tennessee,IND,Robert F. Kennedy,5,0,0
0.1,1200,Tennessee,LIB,Chase Oliver,1,0,0
0.1,1200,Tennessee,GRE,Jill Stein,1,0,0
0.1,971,Tennessee,DEM,Kamala Harris,35,0,1
0.1,971,Tennessee,REP,Donald Trump,56,1,0
0.1,971,Tennessee,IND,Robert F. Kennedy,5,0,0
0.1,971,Tennessee,LIB,Chase Oliver,1,0,0
0.1,971,Tennessee,GRE,Jill Stein,0,0,0
-0.5,450,Michigan,DEM,Kamala Harris,51,1,1
-0.5,450,Michigan,REP,Donald Trump,48,0,0
-0.5,450,Pennsylvania,DEM,Kamala Harris,50,0,1
-0.5,450,Pennsylvania,REP,Donald Trump,49,0,0
-0.5,450,Wisconsin,DEM,Kamala Harris,50,0,1
-0.5,450,Wisconsin,REP,Donald Trump,48,0,0
-0.5,1007,Michigan,DEM,Kamala Harris,47,0,1
-0.5,1007,Michigan,REP,Donald Trump,50,0,0
-0.5,1007,Michigan,GRE,Jill Stein,0,0,0
-0.5,1007,Michigan,LIB,Chase Oliver,1,0,0
-0.5,1007,Michigan,IND,Cornel West,1,0,0
-0.5,1007,Michigan,CON,Randall A. Terry,0,0,0
-0.5,1007,Michigan,DEM,Kamala Harris,47,0,1
-0.5,1007,Michigan,REP,Donald Trump,51,1,0
-0.5,1412,Pennsylvania,DEM,Kamala Harris,49,0,1
-0.5,1412,Pennsylvania,REP,Donald Trump,46,0,0
-0.5,1412,Pennsylvania,GRE,Jill Stein,1,0,0
-0.5,1412,Pennsylvania,LIB,Chase Oliver,1,0,0
-0.5,1412,Pennsylvania,DEM,Kamala Harris,49,0,1
-0.5,1412,Pennsylvania,REP,Donald Trump,47,0,0
-0.5,1073,Wisconsin,DEM,Kamala Harris,46,0,1
-0.5,1073,Wisconsin,REP,Donald Trump,48,0,0
-0.5,1073,Wisconsin,GRE,Jill Stein,1,0,0
-0.5,1073,Wisconsin,LIB,Chase Oliver,1,0,0
-0.5,1073,Wisconsin,IND,Cornel West,0,0,0
-0.5,1073,Wisconsin,CON,Randall A. Terry,0,0,0
-0.5,1073,Wisconsin,PSL,Claudia De La Cruz,0,0,0
-0.5,1073,Wisconsin,DEM,Kamala Harris,47,0,1
-0.5,1073,Wisconsin,REP,Donald Trump,49,0,0
-0.9,1257,Florida,DEM,Kamala Harris,47,0,1
-0.9,1257,Florida,REP,Donald Trump,51,1,0
-0.9,1410,Florida,DEM,Kamala Harris,47,0,1
-0.9,1410,Florida,REP,Donald Trump,51,1,0
-0.9,1365,Texas,DEM,Kamala Harris,46,0,1
-0.9,1365,Texas,REP,Donald Trump,52,1,0
-0.9,1186,Texas,DEM,Kamala Harris,46,0,1
-0.9,1186,Texas,REP,Donald Trump,53,1,0
-0.9,1511,Ohio,DEM,Kamala Harris,46,0,1
-0.9,1511,Ohio,REP,Donald Trump,52,1,0
-0.9,1327,Ohio,DEM,Kamala Harris,46,0,1
-0.9,1327,Ohio,REP,Donald Trump,52,1,0
-1.2,1002,Ohio,DEM,Kamala Harris,45,0,1
-1.2,1002,Ohio,REP,Donald Trump,51,1,0
-1.2,1002,Ohio,DEM,Kamala Harris,44,0,1
-1.2,1002,Ohio,REP,Donald Trump,51,1,0
-0.4,539,Utah,DEM,Kamala Harris,38,0,1
-0.4,539,Utah,REP,Donald Trump,54,1,0
-0.4,539,Utah,DEM,Kamala Harris,36,0,1
-0.4,539,Utah,REP,Donald Trump,54,1,0
-0.4,539,Utah,CON,Joel Skousen,0,0,0
-0.4,539,Utah,IND,Cornel West,2,0,0
-0.4,539,Utah,LIB,Chase Oliver,2,0,0
-0.4,539,Utah,GRE,Jill Stein,0,0,0
-0.4,600,Utah,DEM,Kamala Harris,39,0,1
-0.4,600,Utah,REP,Donald Trump,52,1,0
-0.4,600,Utah,DEM,Kamala Harris,37,0,1
-0.4,600,Utah,REP,Donald Trump,51,1,0
-0.4,600,Utah,CON,Joel Skousen,0,0,0
-0.4,600,Utah,IND,Cornel West,2,0,0
-0.4,600,Utah,LIB,Chase Oliver,1,0,0
-0.4,600,Utah,GRE,Jill Stein,1,0,0
-1.5,622,Florida,DEM,Kamala Harris,41,0,1
-1.5,622,Florida,REP,Donald Trump,55,1,0
-1.5,622,Florida,DEM,Kamala Harris,40,0,1
-1.5,622,Florida,REP,Donald Trump,53,1,0
-1.5,622,Florida,GRE,Jill Stein,0,0,0
-1.5,622,Florida,LIB,Chase Oliver,0,0,0
-1.5,622,Florida,DEM,Kamala Harris,41,0,1
-1.5,622,Florida,REP,Donald Trump,54,1,0
-1.5,622,Florida,DEM,Kamala Harris,40,0,1
-1.5,622,Florida,REP,Donald Trump,53,1,0
-1.5,622,Florida,GRE,Jill Stein,0,0,0
-1.5,622,Florida,LIB,Chase Oliver,1,0,0
-1,500,Massachusetts,DEM,Kamala Harris,61.2,1,1
-1,500,Massachusetts,REP,Donald Trump,32.2,0,0
-1,500,Massachusetts,IND,Shiva Ayyadurai,0.8,0,0
-1,500,Massachusetts,PSL,Claudia De La Cruz,0.8,0,0
-1,500,Massachusetts,LIB,Chase Oliver,0.2,0,0
-1,500,Massachusetts,GRE,Jill Stein,1.2,0,0
-0.2,600,Michigan,DEM,Kamala Harris,46.8,0,1
-0.2,600,Michigan,REP,Donald Trump,44.2,0,0
-0.2,600,Michigan,IND,Robert F. Kennedy,4.7,0,0
-0.2,600,Michigan,GRE,Jill Stein,1.2,0,0
-0.2,600,Michigan,IND,Cornel West,1.2,0,0
-0.2,600,Michigan,LIB,Chase Oliver,0.8,0,0
-1.1,625,Florida,DEM,Kamala Harris,43,0,1
-1.1,625,Florida,REP,Donald Trump,49,0,0
-1.5,617,Texas,DEM,Kamala Harris,44,0,1
-1.5,617,Texas,REP,Donald Trump,50,0,0
-1.5,617,Texas,DEM,Kamala Harris,42,0,1
-1.5,617,Texas,REP,Donald Trump,49,0,0
-1.5,617,Texas,GRE,Jill Stein,2,0,0
-1.5,617,Texas,LIB,Chase Oliver,2,0,0
-1.5,617,Texas,DEM,Kamala Harris,44,0,1
-1.5,617,Texas,REP,Donald Trump,50,0,0
-1.5,617,Texas,DEM,Kamala Harris,41,0,1
-1.5,617,Texas,REP,Donald Trump,48,0,0
-1.5,617,Texas,GRE,Jill Stein,2,0,0
-1.5,617,Texas,LIB,Chase Oliver,3,0,0
-0.6,800,Virginia,DEM,Kamala Harris,52,1,1
-0.6,800,Virginia,REP,Donald Trump,41,0,0
-0.2,600,Nebraska,DEM,Kamala Harris,38,0,1
-0.2,600,Nebraska,REP,Donald Trump,58,1,0
-0.4,782,Nevada,DEM,Kamala Harris,49,0,1
-0.4,782,Nevada,REP,Donald Trump,49,0,0
-0.5,2104,New Hampshire,DEM,Kamala Harris,51,1,1
-0.5,2104,New Hampshire,REP,Donald Trump,44,0,0
-0.5,2104,New Hampshire,GRE,Jill Stein,1,0,0
-0.5,2104,New Hampshire,LIB,Chase Oliver,1,0,0
-0.5,2104,New Hampshire,IND,Cornel West,0,0,0
-0.4,783,Arizona,DEM,Kamala Harris,46,0,1
-0.4,783,Arizona,REP,Donald Trump,50,0,0
0.4,555,Arizona,DEM,Kamala Harris,47,0,1
0.4,555,Arizona,REP,Donald Trump,48,0,0
0.4,555,Arizona,LIB,Chase Oliver,1,0,0
0.4,555,Arizona,GRE,Jill Stein,1,0,0
0.4,2946,Florida,DEM,Kamala Harris,45,0,1
0.4,2946,Florida,REP,Donald Trump,49,0,0
0.4,2946,Florida,LIB,Chase Oliver,1,0,0
0.4,2946,Florida,GRE,Jill Stein,1,0,0
0.4,3783,Georgia,DEM,Kamala Harris,47,0,1
0.4,3783,Georgia,REP,Donald Trump,47,0,0
0.4,3783,Georgia,LIB,Chase Oliver,1,0,0
0.4,3783,Georgia,GRE,Jill Stein,1,0,0
0.4,839,Michigan,DEM,Kamala Harris,48,0,1
0.4,839,Michigan,REP,Donald Trump,46,0,0
0.4,839,Michigan,LIB,Chase Oliver,1,0,0
